address,cost,cuisine,name,rating,review
"
284 3rd Ave
New York, NY 11215
(347) 721-3126
",2.0,Mexican,Claro,8.3,"Seasons make people - especially New York people - very excited. That first day in September when it’s not 90 degrees and sweaty? People can’t get their scarves on fast enough. We’ve seen real adults huddled around the Muji notebooks and pencils section in September like they’re trying to will themselves back to Psych 101. And the fact that La Colombe, the coffee shop whose cups you used to rely on to make you seem cooler, now sells a pumpkin spice latte? We’ll leave it at that.
Sometimes it feels like we’re all just trying to make ourselves feel better about having seasons. If we get excited about scarves and pencils now, maybe when it’s 20 degrees and filthy-snowy in a few months, we’ll all be less miserable. 
Go to Claro, and you won’t be able to lie to yourself anymore: New York City would be a much better place if it was always summer. This Mexican restaurant in Gowanus is great - but when you get to eat on their back patio, it’s outstanding.
Claro’s big backyard is full of trees, string lights, and most importantly, an open kitchen. The best seats in the restaurant are at the outdoor bar, where you can watch your tortillas being made over an open fire while drinking a frozen mezcal cocktail. It reminds us of Salazar - an entirely-outdoor Mexican restaurant in Los Angeles - and if you’re unfamiliar, all you really need to know is that a meal there could convince anyone to move to the West Coast.But the reality is that we don’t have that kind of weather. For half the year, outdoor eating is like junior year of college - a distant happy memory you don’t want to think too hard about, for fear that it will make you sad. 
Here’s some good news: Claro serves some of the best Mexican food we’ve had in NYC. Which means you should still come here even if it’s winter. The indoor space is basically just a room, but that doesn’t matter when the food is this good.
The menu is a take on Oaxacan food, and most dishes on it are both delicious and slightly different from other Mexican spots in the city. They make their tortillas in-house, and even when they come topped with spicy-smoky chile sauce, a pile of pork, and cheese, you can still taste how good the tortillas underneath all that are. That dish is the memela -  other highlights here are the ceviches, tlayudas (basically Mexican pizzas), and their fantastic mole. The menu changes (yes, seasonally), and isn’t particularly long, but what they do, they do extremely well. And that includes the cocktails and desserts, which are worth ordering in multiples.
Claro might be in the middle of Brooklyn, but it serves the kind of food you expect only to find in places that don’t have snow. We haven’t yet tried it as an alternative to one of those seasonal affect disorder lamps, but we have a feeling it might just work."
"
289 Bleecker St
New York, NY 10014
",3.0,American,The Loyal,8.4,"Pour a cup of coffee on the floor, and ask some coworkers what they see. Your boring coworker might say, “A cloud.” And the sarcastic one that no one likes might say, “Coffee.” Then, depending on how weird everyone else is, you might get things like “a bird,” “a different bird,” or “Caesar and Cleopatra on the royal barge.” Well, congratulations. You just made a Rorschach test. And if you want to try another, check out The Loyal.
The Loyal is in the West Village, it’s whatever you want it to be. It’s perfect for a fun night out, and it works just fine for a dinner with some parents. It’s also nice enough for an anniversary dinner, but it isn’t so prohibitively expensive that you couldn’t come here with a friend on a Thursday night. And feel free to bring whomever.
No matter who you take, they’ll find something to eat. The menu here is dense, with some 1950s-cruise-ship items like a lobster cocktail and other things that feel interesting and new like “drunken” eggs and mushroom carbonara. And, while there’s definitely a lot of meat here, vegetarians will have some options that won’t feel sad. This place is from the same people behind Nix, after all.There are, in fact, so many options here that you might be a little skeptical. The thing is: pretty much all the food is very good. We wouldn’t say there’s any one standout dish, but most of the stuff here is worth ordering. Even the smaller things like the plate of fried mushrooms and radish salad are great. You should, however, be sure to order at least one of the pastas (they’re appetizer-sized, so actually maybe get two) - and if you’re looking for a new burger, try the one here.
Maybe even stop in and eat it at the bar. They serve the full menu there. Although if you’re with a group or a date, get a table in the dining room. It tends to be dark and crowded, and, with all the booths and mirrors, it sort of feels like a place from the ’90s - somewhere you might’ve seen James Spader, Freddy Prinze Jr., or Winona Ryder before she started playing home-improvement guru Joyce Byers on Stranger Things. 
In the end, The Loyal feels celebratory. Which isn’t to say you need to wait to come here. Sure, it’s great for a birthday dinner - but if you want to bring a few friends on a Friday night or a date who is seemingly okay with your corgi obsession, it works for that as well. There are a lot of ways to look at this place, but, inevitably, you should see something pretty great."
"
34 E 20th St
New York, NY 10003
(212) 505-3420
",3.0,Middle Eastern,Nur,7.7,"When some restaurants open, you get the sense that they’re trying to figure things out. Maybe the servers don’t know the answers to any of your questions, or the menu doesn’t quite feel like it all goes together, or they forget to bring one of your dishes and then try to make up for it by sending you a side of cauliflower you definitely didn’t want. 
Nur, a modern Middle Eastern restaurant in Flatiron, is not one of those restaurants. From the start, it knew exactly what it was trying to do: serve exciting Middle Eastern food in an exciting New York City restaurant. Which isn’t a surprise, since the guy behind Nur is one of the best-known chefs in Tel Aviv. 
In terms of food, they’ve mostly succeeded. Many dishes are interesting and delicious and just a little bit insane - like the eggplant dip that looks like what would happen if the spiral emoji took acid. As for the restaurant itself? The room is packed and music is blasting - it might be exciting, but it’s not the most pleasant place to eat.We’ll start with the good: there are some very high highs of a meal at Nur. The highest of which happens when your bread - a laptop-sized sesame bagel, a whole loaf of garlic and honey challah, or a pillowy mound of pull-apart kubaneh - hits the table. Whether you’re with one or four other people, in that moment everything will become a blur of limbs and carbs and dips and when it’s all over, you will be sad.
Luckily, there are other excellent things to eat after the bread: the aforementioned eggplant/acid spiral, “date doughnuts” that are actually smoked trout croquettes, and a pita stuffed with lamb and cheese to make what’s essentially an incredible hot pocket. There’s also the Casablanca Chraime - a pot of rich red fish stew that’s easily the best entree here.
That’s mainly because it’s delicious, but also because you get a lot - whereas Nur’s other entrees are pretty small portions for the money. Which is another thing: even if you don’t order the $37 lamb entree that only comes with two small pieces of meat, a meal here can get expensive quickly. 
And while the price point feels special occasion-appropriate, the rest of the details don’t. Nur’s below-ground, low-ceilinged space is like a garden apartment StreetEasy would refer to as “charming” (translation: cramped). They also play the Today’s Top Hits playlist from Spotify, loudly. Desserts like the “Hills of Jerusalem” sound cool, but come out looking like an architecture student’s senior project and tasting less good than the pint of ice cream in your freezer at home. 
Nur isn’t a perfect restaurant, and it’s probably not the place to go for a high-stakes occasion. But if you’re in it for the creative Middle Eastern food, and you have some money to get rid of, you won’t be disappointed. Plus, there’s no cauliflower to be found here."
"
127 Columbia St
Brooklyn, NY 11231
",2.0,American,Popina,7.8,"Sometimes when you take two good things and put them together, you get something better. Other times, the result is worse. Let’s use Kanye West as an example. On one end of the spectrum, you have Watch the Throne, and toward the other end there’s that kindergarten-birthday-party song he did with Rihanna and Paul McCartney. Popina is somewhere in between. 
This restaurant does a mashup of Southern and Italian cuisine, and while it isn’t quite Kanye and Jay riding around in a Maybach with the doors chopped off, we’d say the combination works pretty well. Here, they make hybrid-sounding things like pappardelle with ham hock ragu and arancini that come with honey and butter. They also make a spicy chicken Milanese that tastes like something you’d get at a KFC drive-through in heaven.
The only issue is, none of these things are as original as they sound. They’re good, and they should all be on your table - but they don’t necessarily taste like dishes you’ve never had before. And that’s probably because, in the end, this place only feels about 10% Southern - which means that it’s essentially a very good neighborhood Italian place.
So whether or not you should go to Popina is really going to depend on what neighborhood you live in. If you’re in or around the Columbia Waterfront District (the little area between Brooklyn Heights and Red Hook), you should have this place in your rotation. If you live elsewhere, just know that the closest subway station is about 14 blocks away (and that the G train might be involved). 
You should also know that the space is pretty small. Sure, there’s a big backyard where you can have a drink while you wait for a table - but, for some reason, they don’t serve food out there. So maybe don’t plan any group dinners here. This place is, however, kid-friendly, and nothing costs over $30. So if you happen to be in the area, try it for a weeknight meal or a more-casual date night. Just be aware that, while this a great Italian spot, the Southern elements are mostly singing backup."
"
103 East 19th Street
New York, NY 10003
(212) 488-1505
",2.0,American,Daily Provisions,8.4,"People like to complain about life in New York City. And while we generally feel like those people are welcome to go live anywhere else, it’s true that things are harder here. Running dumb errands becomes a game of strength and strategy when you don’t have a car to do your schlepping. Coordinating a group dinner is basically an exercise in neighborhood diplomacy. And locking down a decent apartment takes nothing less than witchcraft (or faking an engagement in order to convince your landlord of your relationship’s stability - true story).
So when you find the easy wins in NYC, they feel especially important. 
Daily Provisions is an easy win. This is the tiny all-day cafe from the people behind Union Square Cafe, and it’s located right next door to its fine dining sibling. But while Union Square Cafe is a white tablecloths and sommeliers kind of place, Daily Provisions is an order at the counter and possibly eat while standing up kind of place (there are two small counters and two small tables, and that’s it for seating). The setup and price point of these two restaurants are different, but the quality of food is on the same level.
Every sandwich at Daily Provisions feels like the platonic ideal of its category - from a bacon, egg, & cheese so good that at $7 it actually feels like you’re stealing something, to a crispy chicken milanese on focaccia, to the roast beef with muenster and horseradish that we wish would teach a master class to all other roast beef sandwiches. And then there’s the Daily Provisions cruller, which is officially the best donut in the city. We are more confident about this statement than most other things in life.All of this would make for a sad story if Daily Provisions were as mobbed as it should be, given that it’s a very good thing in the middle of New York City. But it’s not. This is a well-oiled machine that manages to feel mysteriously calm at all times, and you can tell they’ve put a lot of thought into the details. The people running the cashless register keep the line moving quickly, and you don’t have to awkwardly figure out how to tip because it’s already included in the prices. If you’re staying to eat there, they’ll bring your food on real plates, and you’re taking it to go, they’ll package it nicely. Additionally, there’s housemade hot sauce on every table, the ice cream comes from Portland’s incredible Salt & Straw, and whole loaves of their excellent bread are available for you to take home (or squander into your work bag for emergency snacks under your desk).
Easy wins are rarely as easy or as winning as they seem, and we’ve come here looking to find problems. But we have yet to find a real fault with Daily Provisions. This is exactly what it promises to be: a neighborhood cafe that’s delicious and fast. Unlike most things in New York City, it actually makes you feel like you’re getting away with something."
"
14A Orchard St
New York, NY 10002
(646) 590-1311
",2.0,Japanese,Gohan,7.3,"We don’t know a lot of professional poets, but if we did, we would take them to dinner at Gohan. We also don’t know Jared Leto, but that’s another person we’d take to this little Lower East Japanese restaurant. Does anyone know some cool artists who lived in Soho in the 80s? Please extend our invitation to them to eat dinner at Gohan.
If our imaginary Gohan dinner party hasn’t painted the picture, we’ll explain it in more concrete terms: this is a peaceful, low-key place serving Japanese food that’s inspired by home cooking. This restaurant is right around the corner from lots of new-ish, hyped-up restaurants like Kiki’s, Mission Chinese, Cervo’s, and Dimes, but it’s kind of the quiet kid in the neighborhood.
In terms of food, it’s kind of the quiet kid too: nothing is overly spicy, or overly salty, or overly anything really. While you can eat a few fried things or some noodles, there’s plenty of tofu and sashimi, as well as a general feeling of healthiness permeating the air. It’s not healthiness in the extreme, but you won’t leave here with acid reflux and a sense of existential dread. As you might have guessed by now, it’s a good place to bring a vegetarian.
It’s also a good place to bring a friend for a casual weeknight dinner, or an easy meal with someone you’ve been dating for long enough that going out for a meal isn’t a whole thing anymore. Of course, it’d also be a good place to bring Jared Leto, just as soon as he responds to that DM."
"
90 Calyer St
New York, NY 11222
(718) 389-3606
",2.0,American,Chez Ma Tante,8.5,"Walk by Chez Ma Tante, and you have no reason to believe it’s any different from any other Brooklyn restaurant. It’s an all-white spot on a quiet corner in Greenpoint, with a long wood bar and a few tables outside. The lighting fixtures are nice, but there’s no other decor. It’s not empty, but it’s also not packed. The menu posted on the door includes a roast chicken and a caesar salad.
It all sounds boring as sh*t. But it’s not. And that’s because the food is fantastic.
While lots of restaurants try very hard to make interesting food and end up with dishes that look like edible versions of tchotchkes you’d buy in an overpriced design store, Chez Ma Tante is focuses on making straightforward food taste extremely good.The menu is mostly made up of familiar dishes, all turned up several notches. The caesar salad tastes like they took every radicchio leaf individually and made sure it was coated with an unreasonable amount of pepper, garlic, breadcrumbs, and cheese. The insanely juicy roasted chicken sits in a broth that should be administered via I.V. when you’re sick, and served with grilled buttery bread and a huge spoonful of aioli. There’s falafel that, instead of being the sad option for vegetarians, is super flavorful, satisfying, and fresh - and one of the best things here. The pancakes are left in a cast iron pan long enough to get a thick fried char on them, and are absolutely worth making a trip out of bed for any Saturday morning. 
You might go to other restaurants for their theme or scene or inventive vegan take on Asian-Italian-Mexican fusion. You’re not going to Chez Ma Tante for any of that. You’re coming here for excellent food, and a simple setting designed for the sole purpose of feeding you. There are no gimmicks or distractions, so bring someone you’ve already decided you like, or want to get to know. There’s a good shot the feeling will be mutual. At the very least, they’ll realize you weren’t as boring as they thought."
"
43 Canal St
New York, NY 10002
(212) 226-2545
",2.0,Seafood,Cervo’s,7.6,"Food doesn’t have to be fancy in order to be good. Just look at most pizza. Or go eat some seafood in pretty much any coastal area. It probably won’t need much to taste great. Olive oil, salt, some other sh*t - we don’t know, we aren’t chefs. But at least a few people at Cervo’s are, and they seem to be familiar with this concept.
Cervo’s is from the people behind Hart’s, one of our favorite restaurants in Bed-Stuy, and the two places have a lot in common. They’re Mediterranean-inspired and fairly casual, and they both serve good, unpretentious food. There are, however, two key differences: Cervo’s is on the Lower East Side, and most of the menu is fish.
Here, you’ll find a lot of small things like sardines with radishes, a “crispy” egg with anchovies, and a plate of clams in a white wine sauce. The food is Portuguese/Spanish, and it’s all pretty straightforward in a home-cooked sort of way. The tuna conserva, for example, is basically just a great tuna salad with some lettuce, hazelnuts, and a ton of olive oil. It isn’t especially high-concept, but you probably wouldn’t be able to replicate it at home.There are also a few larger things here, and if you’re especially hungry, these are what you should focus on. The menu changes daily, but there’s pretty much always a whole fish (something like porgy or mackerel) and the same lamb burger they do at Hart’s. Compared to the sizes of the starters, both of these things are relatively good deals. 
And that’s one of the main things you should be aware of here. Two hungry people could probably eat every small plate at Cervo’s and still have room for a run to Shake Shack afterwards. This is the double-edged sword of quality seafood. It’s pricey, and the portions tend to be small. The clams, for example, are about $16 and amount to maybe one mouthful of food.
Keep that in mind if you’re on a date - a scenario that Cervo’s is pretty perfect for. This place is just one long, narrow room with a bar up front and a few tables in the back, and they keep the music at a volume that’s just right for when you want to look into someone’s eyes and tell them that you’d like to adopt a dog together, or that you’re willing to give up a life of crime to be with them, or both. 
Just be sure to bring someone who really likes fish, and know that this isn’t the very best place to eat a full meal. If you want to hang out, have a glass of wine, and snack on some simple food that tastes like the ocean, however, this is a pretty ideal spot."
"
85 Broadway
Brooklyn, NY 11211
718-486-3077
",3.0,American,Diner,8.8,"Like Napster, Nokia, and the guy we saw last week taking a Citibike onto the East River ferry, Diner is a pioneer. This tiny spot inside a dining car underneath a bridge was one of the first excellent restaurants to open in WIlliamsburg. And if you haven’t been back recently, consider it your duty to do so. 
We’re not just assigning you a meal at Diner because it’s a classic - we’re telling you to come here because, after many years, it’s still truly great. The burger alone is worth traveling for, and the rest of the menu feels like what would happen if someone went to the farmer’s market, came home, drank three negronis, got some sort of divine intervention, and started throwing stuff onto plates. It’s interesting, fun, and most importantly, really f*cking good. The same goes for brunch, which is just as impressive as dinner, if not even more so.
But no matter when you eat here, it always feels like an event. For one, it’s in an actual dining car. So if you run out of things to say to your date, you can casually ask what she thinks the 19th century petticoat-wearing train travelers would have to say about the tattoos and cutoffs crowd that now fills the space. (Actually, please don’t, that’s a terrible icebreaker.) Also, while it’s a pretty big dining car, it’s still a dining car - with low ceilings, narrow walkways, and very little room for privacy. The people-watching here is second to none.
Beyond the setting, Diner also has a signature party trick: the servers scribble the day’s offerings directly onto your butcher-paper tablecloth. Turns out you don’t need menus when you have the kind of staff who can make a two-minute illustrated food monologue something you’re actually excited to witness. By the end of it, your server might be squeezed into your booth with you, helping you plan your order. It’s over the top, kind of intense, and the type of thing that, anywhere else, would feel awkwardly forced. But at Diner, it’s all part of the magic. And the magic is still going strong, more than 20 years after opening.
So actually, this restaurant isn’t really like Napster or Nokia or even that guy who’s probably going to get caught by the Citibike police. Diner isn’t just a pioneer - it’s here to stay."
"
81 Broadway
Brooklyn, NY 11211
718-384-1441
",3.0,American,Marlow & Sons,8.9,"Some things will always be cool. Bruce Springsteen. White t-shirts and leather jackets. Dr. Dre. The other side of the pillow. 
Marlow & Sons is another one of these things. It’s not trying hard to have some crazy or even particularly unique concept. Its coolness is the kind of thing that a lot of restaurants try to make happen, but this place just inherently has. 
Marlow feels like a clubhouse - probably because that’s actually what it was when it opened. Along with Diner (owned by the same guy), Marlow & Sons was one of the first great Williamsburg restaurants, where people who lived in the neighborhood came to hang out. These spots are located right next to each other, serve the same kind of seasonal food, and are always packed with equal numbers of locals and European tourists staying in nearby Airbnbs. The key difference between them? Marlow & Son’s Feel Good Factor comes from nothing other than the Feel Good Factor itself. While Diner is set in a tiny dining car where the servers sit down in your booth to dramatically scrawl out the menu on your tablecloth butcher paper, Marlow & Sons is relatively simple: it’s just a laid-back place to have a reliably excellent meal.Marlow & Sons is consistent, but never boring. Despite being around for over a decade, they keep things feeling fresh here with a menu that changes daily. Open starting at 8am, you can come in the morning and eat a fresh-baked biscuit breakfast sandwich or eggs with whatever vegetables are in peak season. At dinner, there are only two constants - oysters and chicken roasted under a brick. Otherwise, what you’ll eat depends on what they feel like making. Add to that the genuinely nice staff, and you get a restaurant experience that feels like you’re being cooked for by friends. Friends with good taste in music, who know a lot about wine, and how to make things like chicken liver pate and beef shoulder with black tahini.
When you picture a “Williamsburg restaurant,” it probably looks and feels a lot like Marlow & Sons. And that’s because this place is the original Williamsburg restaurant blueprint. It’s now a classic, and for good reason: it’s still better than almost everything else around it.
White T-shirts and leather jackets optional, but recommended."
"
162 E Broadway
New York, NY 10002
(646) 883-5453
",2.0,Mexican,JaJaJa,7.1,"Some things in life are tough to figure out. True love, for example. Does it exist? Or is it just when you like someone’s face and they aren’t mean to you? Obviously we’ll never know the answer to this question - but at least Jajaja is easy. Should you eat here? If you’re a vegan, the answer is yes.
Jajaja is a vegan Mexican restaurant on the part of the Lower East Side where you’ll find Dimes, Scarr’s, Kiki’s, and all the people who hang out at such places. The menu has things like a fake chorizo burrito, a “sausage” egg and cheese torta, and five different kinds of vegan tacos. And everything’s pretty decent. Sure, maybe the tortillas here could use a little work (and the food sometimes arrives at room temperature) - but the dishes don’t taste aggressively vegan, and your meat-eating friends will probably be just fine with this place.They might not go crazy for all of the food (vegan meats typically taste like something you’d eat in the cafeteria of a spaceship on a twelve-year scientific expedition), but they will, at the very least, be into the atmosphere. This place has a cursive neon sign, a pastel color scheme, and a multi-colored margarita that comes with a paper straw that collapses in about five minutes (but looks great until then). It’s fun, lively, and the median age hovers around 26.
Of course, if you or a loved one aren’t currently living an all-plant lifestyle, you should probably just go a restaurant where the “carnitas” tacos aren’t made with hearts of palm. Acceptable as the vegetables are here, real carnitas are about ten times better. But if you aren’t currently eating meat and you want some reasonably-priced Mexican food in a nice little space, come here."
"
510 Madison Ave.
New York, NY 10022
(212) 858-9365
",3.0,Mexican,Empellón,6.9,"Empellon has three locations, two of which are downtown. Taqueria is good for an easy date night in the West Village, and Al Pastor is a little spot on St. Mark’s where you can eat a cheeseburger taco at 1am. Both are pretty casual, and you wouldn’t think twice about wearing t-shirt to either of them. The new location in Midtown, on the other hand, is big, flashy, and feels sort of like the first studio picture from an indie director who finally got tired of his sh*tty craft services table. 
Compared to the other Empellóns, this place is a blockbuster. Although in this particular film, Bradley Cooper and Jennifer Lawrence are played by sea urchin roe and steak tartare. And, like most summer blockbusters, Empellón Midtown is a little excessive and kind of disappointing, and it might come in handy if you have a few people to entertain.
Here, you’ll find octopus tacos, uni nachos, and wagyu fajitas. We don’t have a problem with any of these things, but, at Empellón, none of them are quite as good as you hope they’ll be. They aren’t bad - but if you’re the one paying the check, you might lie awake at night and wonder what else you could have done with your money. Take, for example, the fajitas. They’re $125, and they come with about four domino-sized pieces of beef.Although, to be fair, nothing else costs close to $125, and most other dishes are at least borderline worth-it. Feel free to try the crab and uni nachos. The concept is a little Flavortown-esque - but they’re fun to eat, and there’s plenty of crab and uni. The tacos are also a reliable order, especially the ones that overlap with the menu at Taqueria. 
Would we rather have the tacos from Los Tacos No. 1? Of course. But you can’t bring a client or a date to a place like that. You can, however, bring them here. Empellón has two floors, an open kitchen, and a giant shelf of all-white sculptures that look like they were looted from a ceramics class before glazing day. It’s a great-looking space, and it works for anything from a team outing to your mother’s tequila-themed 50th birthday. The service is also top-notch, and the restaurant is lively without being too loud.
So if you need a last-minute place to impress a group of clients, out-of-towners, or a date who cares more about your body language than the mouthfeel of their queso - this place is a viable option. Although if you aren’t stuck in Midtown, you might as well just go to Taqueria. It doesn’t have the same production values, but it’s less gimmicky, more intimate, and makes this Midtown outpost feel like a Spider-Man reboot from a young director who should be doing more interesting things."
"
22 E 13th St
New York, NY 10003
(212) 951-1082
",3.0,Indian,Babu Ji,7.3,"When we first went to the original Babu Ji, we couldn’t stop talking about it. From summer to fall of 2015, while other people were starting conversations with questions like, “What TV shows are you watching now that Mad Men is over?” and “Should I really see a hip hop musical about Alexander Hamilton?,” we were asking everyone we encountered in NYC one thing: whether they’d tried Babu Ji yet.
That first U.S. iteration of Babu Ji (they started in Australia) was something very special. The small, bright room on Avenue B was buzzing, the service made you feel like you were a guest at a cool dinner party, and there was an overall sense that you’d stumbled into a one-of-a-kind spot. And the Indian food - a mix of traditional dishes with some twists - was really, really good.
Unfortunately, that original Babu Ji is no more, but they are back in business with a new space on 13th and 5th. While some of that 2015 magic is gone, you can still have a nice meal here.
The magic has gotten lost in the shuffle largely because the new location near Union Square is bigger and more corporate-feeling. That’s not to say it’s the kind of place you’d find in Midtown, but it’s also no longer the kind of place you’d find on Avenue B. It’s a bit like your favorite web series getting picked up by HBO - there’s a guy in a suit walking around now, and you’re not exactly sure what his job is other than to look important. To make the most of the space, you definitely want to sit upstairs if you can. The self-serve beer fridge is up there, and it’s brighter and a bit more fun than the dark, below-street level ground floor.The menu is more or less the same as it was before, and there are traditional dishes like Tandoor Chicken, as well as more creative ones like General Tso’s Cauliflower. We’ve found that when everything’s going smoothly, the food here is still very, very good. But we’ve also experienced a few service hiccups where dishes came out not quite warm enough, or all at once very quickly. If you want to guarantee comfortable pacing of your meal and want to try a lot, you should consider the $62 tasting menu, which lets you sample a big mix of the menu, and isn’t a bad idea if you’re willing to spend. A la carte will certainly cost a bit less, but it’s not going to be a cheap meal either way - the dishes aren’t huge and they do add up very quickly. There isn’t a right or wrong way to do it.
Put it this way: bringing up Babu Ji isn’t going to be our lifeline in cocktail party conversation anymore. But if you never made it to the original, or are looking specifically for quality Indian food in a nice environment, we’d confidently send you to Babu Ji.
For what it’s worth, we still haven’t been to Hamilton."
"
16 W 22nd St
New York, NY 10010
(212) 401-7986
",3.0,Korean,Cote,8.2,"Remember the show Pimp My Ride? If you missed this gem of mid-2000s MTV programming, the concept was simple: take a sh*tty car, fix it up, and then add gratuitous features like a chandelier or the ability to shoot flames out of the back. And always trick it out with a sound system that could support a Guns N’ Roses concert. Whether or not the cars actually worked afterwards, Pimp My Ride was broadly entertaining. I once watched a marathon of episodes with a six-year-old who didn’t speak English, and we had a great time. Because the language of putting a hot tub in the back of a pickup truck is universal.
Applying the Pimp My Ride philosophy to a restaurant is usually nota great idea. It might make for entertaining circa 2005 television, but adding a bunch of flashy superficial features can only take you so far. Fortunately, Cote doesn’t take this approach.
Cote is a “fancy” Korean BBQ restaurant in Flatiron, and if they had an MTV show it would more likely be called “Let’s Just Buy A Really Nice Car With A Quality Engine And Italian Leather Interiors And Also Make Sure You Get The Heated Seats.”
This place is basically Korean BBQ, turbocharged. Each element of the dining experience is taken up a notch - it begins with the high-end steakhouse-quality meat, but extends to the fancy grills, the smooth marble tables, and the sharply- dressed servers.You’re welcome to order however you want here, but most people will go for the $48 per person prix fixe option, which gets you four different kinds of top quality prime beef, plus several banchan sides, a savory egg soufflé, two different stews, and a little cup of soft serve to finish off. You can also add on a few other appetizers like steak tartare or larger accompaniments like bibimbop, but the Butcher’s Feast comes with more than enough food. The steak is truly excellent - rich, tender, buttery - to the extent that you’ll want to eat some of it on its own before wrapping it up in a lettuce leaf with one of the provided sauces.
To go along with it, you’ll definitely want something to drink, and Cote has some excellent options on the booze front. There’s a frozen rosé, which you can laugh at until you actually drink it, as well as a bunch of original cocktails that are strong, unusual, and really good. They have a pretty serious wine list too, and a big wraparound bar up front, so stopping by for an after-work drink is not a bad idea at all.
Cote isn’t a replacement for the Koreatown BBQ spots that are great for rowdier, more affordable group gatherings - we’ll never stop going to those places. It’s simply a different concept. Kind of like having a chandelier in your car."
"
38 E.19th St
New York, NY 10003
(212) 475-5829
",3.0,American,abcV,8.5,"There’s a restaurant review from the late London critic AA Gill that is one of our favorite things ever written about food. Gill sets up his criticism of a local vegetarian restaurant by dedicating a few hundred words to the idea that pandas are bullshit because they are the only mammal that chooses to be vegetarian, even though they have all the necessary facilities to eat meat (incisors, carnivore’s metabolism, bear DNA). He then parlays that into his argument that eating only vegetables in a restaurant is also bullshit.
This is not necessarily a view we share, as you can probably tell by the rating sitting at the top of this review. abcV is Jean-Georges’ third restaurant inside of the ABC Carpet & Home furniture store. It’s entirely meat free, and we think it’s the best of the three.
But our recent meals at abcV keep bringing that AA Gill review to mind. Not just because this is a vegetarian restaurant, but because the success of this restaurant and so many others like it has made it abundantly clear that we, advanced human beings, are basically becoming pandas.That fact is no more apparent than when you try to get a reservation here, which can be very difficult, especially at dinner. This place is consistently packed with big groups of people sharing a bottle of wine and a head of cauliflower and having no problems with the fact that there is no meat on this menu. As a matter of fact, they might not even notice.
And that’s the thing about abcV. That it is an entirely vegetarian restaurant is not the point. It’s just a feature. There’s no need for an asterisk, where we say that the food is great *for a vegetarian place. It’s great without a caveat. The menu is big and diverse, split into sections like “Grains & Legumes,” “Warm and Sustaining,” “Vegetables,” and “Brunch Bowls.” That last one we are opposed to on principle, but otherwise it’s hard to go wrong.
But the thing we like most about abcV is that they aren’t out to make a vegetable into something else. There’s no cashew cheese, and nothing is labeled as a “steak.” They just source great vegetables at the green market and make them into something delicious. Or find something creative to do with a dosa, or serve you an incredible plate of “wild fried rice.” There’s no sleight of hand, and we won’t cheapen it by trying to hit you over the head attempting to convince you that “even your most carnivorous friend will like it.” Because they will. All of your friends will like it.
Even the most advanced ones."
"
35 Downing Street
New York, NY 10014
917-935-6434
",2.0,American,Emily West Village,8.0,"What’s your chosen superpower? Have you always wished you could fly, or have deep conversations with your dog? Or maybe you mutter Harry Potter spells in your boss’ general direction, hoping she’ll lose some fingers so she can no longer type “please advise.” Our chosen power would be to un-taste things, so that we could eat them for the first time again.
That first time trying the food at Emily’s original Clinton Hill location is something we would like to be wiped from our brains, so that we could do it all over again. And if we could un-experience the original Emily altogether, we have a feeling we’d be a lot more excited about Emily West Village.
To be clear, the food at the new Emily is very good. Great, even. If you’ve never been to the original Emily, it might blow your mind. But if you have, it just won’t feel the same - or taste quite as good.
The bar is set unbelievably high - the original Emily in Clinton Hill is a special place. It’s not only home to our all-time favorite burger in the city, but also to some fantastic thin-crust pizzas. And the small room, while fairly bare-bones, has some undeniable magic to it. The second location, Emmy Squared, in Williamsburg, serves thick, square Detroit-style pizzas and some incredible sandwiches. It’s the first place our mind goes when we decide we want to do something terrible for our bodies.
Emily West Village’s menu is essentially a mashup: there are thin-crust pizzas along with Detroit-style pizzas (though with different topping combinations than the other two locations), and a burger that splits the difference between the Emmy burger from Emily and the Le Big Matt, the double-stacked burger served in the basement of Emmy Squared.It’s all impressive stuff to put in your mouth, whether you’ve been to the other spots or not. But if you have been to the other Emilys, you might be a little disappointed. You might miss the original, thin-crust Colonie, or the thick-crust Roni Supreme (neither of which are on this menu). You might start thinking you can actually taste the difference in the pizza oven. And you’ll probably miss the old space, with its homey feel and super-friendly servers. Especially if you get seated in the basement room of the bi-level space - it feels like a dungeon down there.
If you’re someone who gets existential about pizza, know that we’ve considered the fact that a place deserves to be judged on its merit alone, without its history attached. While Emily West Village is the least-good option of the three Emily’s, it’s still a damn good spot on its own. If you’re set on sticking around Manhattan, and you want a taste of Emily, the West Village location is absolutely worth of your time. Even better - try it during lunch, when you’ll be able to skip the four-hour wait. Come to think of it, that goes on our superpower wishlist."
